Unnamed: 0,model,price,rating,processor,core,ram,memory,graphic_card,display,os,warrenty
565,Acer Aspire 3 A324-51 UN.343SI.003 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹40,990",4.55,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
566,Asus ROG Zephyrus G16 OLED 2024 GU605MZ-CO931WS Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),"₹2,94,890",4.65,Intel Core Ultra 9 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 4080,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
567,MSI Titan 18 HX A14VHG-207IN Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ RTX 4080),"₹3,99,990",4.7,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",64 GB DDR5 RAM,2 TB SSD,12 GB NVIDIA GeForce RTX 4080,"18 inches, 3840 x 2400 pixels",Windows 11 OS,2 Year Warranty
568,HP Victus 15-FA1310TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),"₹55,990",4.4,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
569,MSI Stealth 18 AI Studio A1VIG-022IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 16GB RTX 4090 Graph),"₹3,39,990",4.45,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 4090,"18 inches, 3840 x 2400 pixels",Windows 11 OS,2 Year Warranty
570,Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),"₹70,190",4.65,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
571,Lenovo Yoga 7 83DJ006YIN Laptop (Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),"₹1,22,990",4.3,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X- RAM,1 TB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
572,Asus TUF Gaming F17 FX706HF-NY040W  Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹56,990",4.35,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"17 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
573,Samsung Galaxy Book 4 np750xgk-lg3in Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),"₹78,000",4.55,Intel Core 7 Processor Series 1 150U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
574,Lenovo LOQ 2024 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),"₹94,990",4.5,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),24 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
575,Asus ROG Zephyrus G16 GU605MV-CO711WS Gaming Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,73,851",4.35,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
576,Asus ProArt P16 2024 Laptop (AMD Ryzen AI 9 HX 370/ 32GB/1TB SSD/ 8GB RTX 4070 Graphics),"₹1,99,990",4.6,AMD Ryzen AI 9 HX 370,32 GB LPDDR5X RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty,Backlit Keyboard
577,Asus TUF Gaming A15 2024 FA507UV-LP136WS Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,14,980",4.65,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
578,Asus TUF Gaming A14 2024 Gaming Laptop (AMD Ryzen 9 AI HX 370/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,77,990",4.4,AMD Ryzen 9 AI HX 370,16 GB LPDDR5X RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,Backlit Keyboard
579,Asus TUF Gaming A16 2024 Gaming Laptop (AMD Ryzen 9 AI HX 370/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,99,990",4.25,AMD Ryzen 9 AI HX 370,16 GB LPDDR5X RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,Backlit Keyboard
580,Asus ROG Strix G16 G614JI-BG711WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,49,990",4.55,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
581,HP Envy x360 15-fh0031AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹72,490",4.05,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
582,Asus Vivobook 15 X1504ZA-NJ540WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹50,990",4.6,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
583,Acer Aspire 3 A324-51 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹29,990",4.1,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
584,Asus ROG Zephyrus G14 GA403UV-QS085WS Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB RTX 4060 Graph),"₹1,64,990",4.55,8th Gen AMD Ryzen 9 8945HS,"Octa Core, 16 Threads",16 GB LPDDR5X RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
585,HP Victus 15-fa1332tx Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ RTX 4050),"₹89,990",4.35,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
586,Lenovo LOQ 83DV007GIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),"₹87,190",4.15,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
587,Dell Vostro 3530 VN3530602PF001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹48,990",4.55,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
588,Dell Vostro 3530 VN3530KCKC9001ORB1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹54,490",4.3,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
589,Acer ‎AL15G- 52 2024 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 1TB SSD/ Win11/ 4GB RTX 2050),"₹56,999",4.6,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
590,Acer ‎AL15G-52 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graphics),"₹59,990",4.25,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
591,HP Victus 15-FA0888TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹66,990",4.2,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
592,HP 14-ew1074TU Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),"₹82,490",4.7,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Arc Graphics,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
593,Lenovo LOQ 2024 ‎15AHP9 83DX0006IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹90,190",4.35,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
594,Lenovo LOQ 2024 ‎15AHP9 83DX000MIN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,15,490",4.65,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
595,HP Victus 15-fa1312TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),"₹58,990",4.05,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
596,Lenovo IdeaPad Flex 5 14ALC7 82R900FYIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹63,990",4.15,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
597,Asus Vivobook S 15 OLED 2024 S5506MA-MA752WS Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),"₹96,990",4.45,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Arc,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty
598,MSI Modern 15 B12MO-815IN Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home),"₹52,990",4.7,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
599,Asus Vivobook S 15 OLED 2024 S5506MA-MA552WS Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11),"₹91,990",4.45,Intel Core Ultra 5 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5X RAM,1 TB SSD,Intel Integrated Arc,"15.6 inches, 2880 x 1620 pixels",Windows 11 OS,1 Year Warranty
600,MSI Prestige 14 AI Studio C1UDXG-030IN Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home/ 6 GB Graphics),"₹1,14,990",4.75,Intel Core Ultra 7 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,"14 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
601,MSI Prestige 14 AI Evo C1MG-050IN Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11 Home),"₹82,990",4.35,1st Gen Intel Core Ultra 5 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB DDR5 RAM,1 TB SSD,Intel Integrated Intel Arc,"14 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
602,MSI Modern 15 B12MO-816IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹49,990",4.4,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
603,Microsoft Surface Pro 11 2024 Laptop (Snapdragon X Plus/ 16GB/ 256GB SSD/ Win11),"₹1,13,990",4.4,Qualcomm Snapdragon X Plus,10 Cores,16 GB LPDDR5x RAM,256 GB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
604,Microsoft Surface Laptop 7 (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),"₹1,50,990",4.5,Qualcomm Snapdragon X Elite,16 GB ‎LPDDR5x RAM,512 GB SSD,Qualcomm Adreno GPU,"13.8 inches, 2304 x 1536 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,Backlit Keyboard
605,Microsoft Surface Pro 11 Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),"₹1,61,990",4.65,Qualcomm Snapdragon X Elite,12 Cores,16 GB LPDDR5x RAM,512 GB SSD,Qualcomm Adreno GPU,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
606,Lenovo Yoga 7 14ARP8 82YM0075IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),"₹94,890",4.1,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,Integrated AMD Radeon 680M Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
607,Lenovo LOQ 83GS000PIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),"₹70,990",4.0,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
608,HP ZBook Power G10 8L147PA Laptop (13th Gen Core i9/ 32 GB/ 1TB SSD/ Win11/ 8GB Graphics),"₹2,84,990",4.1,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA RTX 3000 Ada,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
609,Dell Inspiron 3535 Laptop (AMD Ryzen R7 5700U/ 16GB/ 512GB SSD/ Win11),"₹47,990",4.15,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
610,Lenovo IdeaPad Flex 5 14ALC7 82R9005JIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹58,190",4.4,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
611,HP Victus 15-FA1279TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),"₹78,490",4.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
612,Acer Aspire ‎AL15G- 52 Gaming Laptop (12th Gen Core i5-12450H / 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),"₹52,990",4.75,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
613,HP Omen 16-wf0148TX Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,36,600",4.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.1 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
614,Lenovo Legion 7 16IRX9 83FD000YIN Gaming Laptop (14th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 4060 Graph),"₹1,76,990",4.6,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 3200 x 2000 pixels",Windows 11 OS,1 Year Warranty
615,Acer ‎AL15G- 52 2024 Gaming Laptop (12th Gen Core i5-12450H/ 16GB/ 512GB SSD/ Win11/ 4GB RTX 2050),"₹53,999",4.15,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
616,HP Pavilion Plus ‎16-ab0016TX Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX3050 Graphics),"₹1,05,990",4.25,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5x RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
617,Lenovo Legion Pro 7 16IRX9H 83DE001HIN Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB RTX4080),"₹2,70,190",4.55,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,12 GB NVIDIA GeForce RTX 4080,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
618,MSI Thin 15 B12UCX-1695IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX 2050 Graph),"₹51,990",4.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
619,MSI Thin 15 B13UC-1804IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX3050 Graph),"₹71,490",4.1,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
620,MSI Thin 15 B13VE-1802IN Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB RTX4050 Graph),"₹76,990",4.4,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
621,MSI Thin 15 B13UC-1805IN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB  RTX 3050 Graph),"₹61,990",4.45,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
622,Dell Inspiron 5330 2024 Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),"₹86,789",4.65,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5x RAM,512 GB SSD,Intel Arc Graphics,"13.3 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
623,Dell 14 Vostro 3420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹49,619",4.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
624,HP Victus 15-fa0444TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB RTX 3050),"₹66,849",4.7,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
625,Dell Inspiron 5330 Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),"₹99,900",4.3,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5x RAM,1 TB SSD,Intel Arc Graphics,"13.3 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
626,HP 15-fd0187TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹50,290",4.2,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
627,HP Victus 15-fa1327TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX3050 Graph),"₹73,490",4.4,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
628,HP Omen 16-wd0012TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,12,000",4.7,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
629,HP Victus 15-fa1226TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),"₹55,890",4.15,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
630,HP Omen 16-xf0100AX Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,39,990",4.4,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
631,Asus ROG Zephyrus G16 GU605MI-QP253WS Gaming Laptop ( Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,09,990",4.5,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
632,Asus ROG Strix G16 2023 G614JIR-N4062WS Gaming Laptop (14th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,99,000",4.75,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
633,HP 15-fd0186TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹38,995",4.1,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
634,Asus TUF Gaming A15 2024  FA507UI-LP066WS Gaming Laptop (AMD Ryzen 9 8945H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,42,990",4.55,9th Gen AMD Ryzen 9 8945H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
